ingredients,variable,value
horseradish,peanut_butter,0.0
beet,peanut_butter,0.000796178343949
basil,peanut_butter,0.0
roasted_beef,peanut_butter,0.0
mushroom,peanut_butter,0.00333740261614
baked_potato,peanut_butter,0.0
chervil,peanut_butter,0.0
carnation,peanut_butter,0.0
vegetable,peanut_butter,0.00570590064016
papaya,peanut_butter,0.0
tuna,peanut_butter,0.0
butter,peanut_butter,0.0191101246316
orange_peel,peanut_butter,0.0
kale,peanut_butter,0.0
ham,peanut_butter,0.0030566095264
cherry,peanut_butter,0.000496493525233
cognac,peanut_butter,0.0
galanga,peanut_butter,0.0
okra,peanut_butter,0.00284090909091
eel,peanut_butter,0.0
bartlett_pear,peanut_butter,0.0
lingonberry,peanut_butter,0.0
plum,peanut_butter,0.0
octopus,peanut_butter,0.0
gin,peanut_butter,0.0
whiskey,peanut_butter,0.0
cacao,peanut_butter,0.0
strawberry_jam,peanut_butter,0.0
leek,peanut_butter,0.0
rapeseed,peanut_butter,0.0
caraway,peanut_butter,0.0
potato,peanut_butter,0.00857972037492
cherry_brandy,peanut_butter,0.0
lemon_juice,peanut_butter,0.0126097294282
sunflower_oil,peanut_butter,0.0
anise_seed,peanut_butter,0.0
milk,peanut_butter,0.00202292650034
grape,peanut_butter,7.2247375012e-05
camembert_cheese,peanut_butter,0.0
melon,peanut_butter,0.0
thai_pepper,peanut_butter,0.0
yeast,peanut_butter,0.00276616280754
grape_brandy,peanut_butter,0.0
pork,peanut_butter,0.0111817436206
currant,peanut_butter,2.40824583373e-05
frankfurter,peanut_butter,0.0
corn,peanut_butter,0.00285872072462
corn_flake,peanut_butter,0.000385319333398
root,peanut_butter,0.0
cinnamon,peanut_butter,0.00332255825766
carob,peanut_butter,0.0
radish,peanut_butter,0.000796178343949
raspberry,peanut_butter,0.0
sake,peanut_butter,0.00519662841717
olive,peanut_butter,0.0
spearmint,peanut_butter,0.0
gelatin,peanut_butter,0.00181184792224
date,peanut_butter,7.2247375012e-05
mango,peanut_butter,2.40824583373e-05
coconut_oil,peanut_butter,0.0
chickpea,peanut_butter,0.00575406555683
beef_broth,peanut_butter,0.0
rye_flour,peanut_butter,2.40824583373e-05
kelp,peanut_butter,0.000796178343949
cheese,peanut_butter,0.00324072015676
bitter_orange,peanut_butter,0.0
cassava,peanut_butter,0.0
cane_molasses,peanut_butter,0.0430550658796
coconut,peanut_butter,0.0180113032354
port_wine,peanut_butter,0.0
egg,peanut_butter,0.00238562059421
rye_bread,peanut_butter,0.0
beech,peanut_butter,0.0
nectarine,peanut_butter,0.0
pumpkin,peanut_butter,2.40824583373e-05
cumin,peanut_butter,0.031772773714
mutton,peanut_butter,0.0
roasted_peanut,peanut_butter,0.0147717078283
roasted_meat,peanut_butter,0.0
mandarin,peanut_butter,0.0
brassica,peanut_butter,0.0
berry,peanut_butter,2.40824583373e-05
tabasco_pepper,peanut_butter,0.00700369921933
turkey,peanut_butter,0.0
red_wine,peanut_butter,2.40824583373e-05
squash,peanut_butter,0.000342817963661
jamaican_rum,peanut_butter,0.0
passion_fruit,peanut_butter,0.0
macaroni,peanut_butter,0.0030566095264
catfish,peanut_butter,0.0
lemon,peanut_butter,0.00256426504099
salmon_roe,peanut_butter,0.0
brown_rice,peanut_butter,0.00286499154925
veal,peanut_butter,0.0
cilantro,peanut_butter,0.0174051040348
rose,peanut_butter,0.0
cayenne,peanut_butter,0.0472595843257
endive,peanut_butter,0.0
clam,peanut_butter,0.0
blackberry,peanut_butter,2.40824583373e-05
lobster,peanut_butter,0.0
chicken_liver,peanut_butter,0.0
shrimp,peanut_butter,0.00442453253155
pistachio,peanut_butter,0.0
swiss_cheese,peanut_butter,0.0
chive,peanut_butter,2.40824583373e-05
white_bread,peanut_butter,0.000120412291687
cured_pork,peanut_butter,0.0
anise,peanut_butter,0.0
strawberry,peanut_butter,0.000168577208361
cream,peanut_butter,0.000761400566944
angelica,peanut_butter,0.0
roasted_almond,peanut_butter,0.0
pear,peanut_butter,0.0
brandy,peanut_butter,0.0
brussels_sprout,peanut_butter,0.0
porcini,peanut_butter,0.0
lima_bean,peanut_butter,0.0
kidney_bean,peanut_butter,2.40824583373e-05
apple_brandy,peanut_butter,0.0
egg_noodle,peanut_butter,2.40824583373e-05
tea,peanut_butter,0.0
bergamot,peanut_butter,0.0
sesame_oil,peanut_butter,0.0256255262728
guava,peanut_butter,0.0
roquefort_cheese,peanut_butter,0.0
herring,peanut_butter,0.0
malt,peanut_butter,0.0
enokidake,peanut_butter,0.000376081233546
durian,peanut_butter,0.0
muscat_grape,peanut_butter,0.0
turmeric,peanut_butter,0.0
katsuobushi,peanut_butter,0.000796178343949
raw_beef,peanut_butter,0.0
ouzo,peanut_butter,0.0
wasabi,peanut_butter,0.0
juniper_berry,peanut_butter,0.0
chicken_broth,peanut_butter,0.0232703526427
fish,peanut_butter,0.016355847949
lemongrass,peanut_butter,2.40824583373e-05
flower,peanut_butter,0.0
roasted_nut,peanut_butter,0.0
quince,peanut_butter,0.0
concord_grape,peanut_butter,2.40824583373e-05
fruit,peanut_butter,0.000192659666699
black_tea,peanut_butter,0.0
orange_flower,peanut_butter,0.0
scallion,peanut_butter,0.0335305134258
banana,peanut_butter,0.00036123687506
gruyere_cheese,peanut_butter,0.0
blackberry_brandy,peanut_butter,0.0
haddock,peanut_butter,0.0
kiwi,peanut_butter,2.40824583373e-05
corn_grit,peanut_butter,0.0
sherry,peanut_butter,0.0
salmon,peanut_butter,0.0
mace,peanut_butter,0.0
oyster,peanut_butter,0.0
soybean_oil,peanut_butter,0.0
laurel,peanut_butter,0.0
elderberry,peanut_butter,0.0
blue_cheese,peanut_butter,0.0
olive_oil,peanut_butter,0.0172089798252
scallop,peanut_butter,0.0
pear_brandy,peanut_butter,0.0
provolone_cheese,peanut_butter,0.0
red_algae,peanut_butter,0.0
buttermilk,peanut_butter,0.000337154416723
vinegar,peanut_butter,0.0142855888226
liver,peanut_butter,0.0
potato_chip,peanut_butter,2.40824583373e-05
black_currant,peanut_butter,0.0
chicory,peanut_butter,0.00218818380744
cucumber,peanut_butter,0.00426282143729
pimenta,peanut_butter,0.0
sumac,peanut_butter,0.0
roasted_pork,peanut_butter,0.00218818380744
grapefruit,peanut_butter,0.0
kumquat,peanut_butter,0.0
holy_basil,peanut_butter,0.0
zucchini,peanut_butter,2.40824583373e-05
palm,peanut_butter,0.0
lard,peanut_butter,4.81649166747e-05
pea,peanut_butter,2.40824583373e-05
rum,peanut_butter,4.81649166747e-05
pelargonium,peanut_butter,0.0
smoked_salmon,peanut_butter,0.000376081233546
oatmeal,peanut_butter,0.0
chinese_cabbage,peanut_butter,0.0
vegetable_oil,peanut_butter,0.00613938489023
green_bell_pepper,peanut_butter,0.00731360653914
beef_liver,peanut_butter,0.0
cream_cheese,peanut_butter,4.81649166747e-05
apricot,peanut_butter,2.40824583373e-05
peppermint,peanut_butter,0.0
sea_algae,peanut_butter,0.0
dill,peanut_butter,2.40824583373e-05
peach,peanut_butter,2.40824583373e-05
saffron,peanut_butter,0.0
mustard,peanut_butter,0.00061690581692
gardenia,peanut_butter,0.0
strawberry_juice,peanut_butter,0.0
emmental_cheese,peanut_butter,0.0
wheat_bread,peanut_butter,0.000144494750024
cabernet_sauvignon_wine,peanut_butter,0.0
peanut,peanut_butter,0.0207134352351
geranium,peanut_butter,0.0
smoked_fish,peanut_butter,0.0
asparagus,peanut_butter,0.0
wheat,peanut_butter,0.0253921755444
tarragon,peanut_butter,0.0
soy_sauce,peanut_butter,0.041887692347
buckwheat,peanut_butter,0.0
popcorn,peanut_butter,4.81649166747e-05
mussel,peanut_butter,0.0
peppermint_oil,peanut_butter,0.0
apple,peanut_butter,0.000553896541759
lime,peanut_butter,2.40824583373e-05
rutabaga,peanut_butter,0.0
crab,peanut_butter,0.0
tangerine,peanut_butter,0.0
carrot,peanut_butter,0.0174149739099
lamb,peanut_butter,0.0
rhubarb,peanut_butter,0.0
kohlrabi,peanut_butter,0.0
cardamom,peanut_butter,0.0
mozzarella_cheese,peanut_butter,0.0
cabbage,peanut_butter,7.2247375012e-05
pork_sausage,peanut_butter,0.0
tomato,peanut_butter,0.0335962297512
peanut_oil,peanut_butter,0.00954995526325
artichoke,peanut_butter,0.0
walnut,peanut_butter,0.000409401791735
orange,peanut_butter,4.81649166747e-05
roasted_pecan,peanut_butter,0.0
citrus,peanut_butter,0.0
coriander,peanut_butter,0.0292786568046
cider,peanut_butter,2.40824583373e-05
lentil,peanut_butter,0.0
whole_grain_wheat_flour,peanut_butter,4.81649166747e-05
mate,peanut_butter,0.0
barley,peanut_butter,2.40824583373e-05
bell_pepper,peanut_butter,0.0269885156381
parsnip,peanut_butter,0.0
romano_cheese,peanut_butter,0.0
shallot,peanut_butter,4.81649166747e-05
clove,peanut_butter,0.0
bone_oil,peanut_butter,0.0
matsutake,peanut_butter,0.0
seaweed,peanut_butter,0.0
sour_cherry,peanut_butter,0.0
chicken,peanut_butter,0.00902597446357
sauerkraut,peanut_butter,0.0
bean,peanut_butter,0.00894539489646
bourbon_whiskey,peanut_butter,0.0
nutmeg,peanut_butter,0.000120412291687
violet,peanut_butter,0.0
japanese_plum,peanut_butter,0.0
cauliflower,peanut_butter,2.40824583373e-05
sassafras,peanut_butter,0.0
jasmine_tea,peanut_butter,0.0
prickly_pear,peanut_butter,0.0
black_raspberry,peanut_butter,0.0
marjoram,peanut_butter,0.0
oregano,peanut_butter,0.0
yam,peanut_butter,0.0
wood,peanut_butter,0.0
vanilla,peanut_butter,0.00886152367525
parmesan_cheese,peanut_butter,0.0
pork_liver,peanut_butter,0.0
squid,peanut_butter,0.0
sesame_seed,peanut_butter,0.00230859609913
fenugreek,peanut_butter,0.0185436632661
balm,peanut_butter,0.0
broccoli,peanut_butter,4.81649166747e-05
feta_cheese,peanut_butter,0.0
white_wine,peanut_butter,7.2247375012e-05
oat,peanut_butter,0.00296214237549
nira,peanut_butter,0.0
lovage,peanut_butter,0.0
onion,peanut_butter,0.0587544671004
leaf,peanut_butter,0.0
truffle,peanut_butter,0.0
pepper,peanut_butter,0.0391253880638
champagne_wine,peanut_butter,0.0
black_bean,peanut_butter,2.40824583373e-05
cranberry,peanut_butter,4.81649166747e-05
mandarin_peel,peanut_butter,0.0
green_tea,peanut_butter,0.0
cocoa,peanut_butter,0.0138430179982
caviar,peanut_butter,0.0
sturgeon_caviar,peanut_butter,0.0
lime_peel_oil,peanut_butter,0.0
artemisia,peanut_butter,0.0
lilac_flower_oil,peanut_butter,0.0
cashew,peanut_butter,0.00226043118245
star_anise,peanut_butter,0.0
munster_cheese,peanut_butter,0.0
starch,peanut_butter,0.00880100129722
condiment,peanut_butter,0.0
mackerel,black_mustard_seed_oil,0.0
black_pepper,black_mustard_seed_oil,0.0
peanut_butter,black_mustard_seed_oil,0.0
black_mustard_seed_oil,black_mustard_seed_oil,0.0
celery_oil,black_mustard_seed_oil,0.0
red_bean,black_mustard_seed_oil,0.0
almond,black_mustard_seed_oil,0.0
bacon,black_mustard_seed_oil,0.0
lavender,black_mustard_seed_oil,0.0
litchi,black_mustard_seed_oil,0.0
jasmine,black_mustard_seed_oil,0.0
maple_syrup,black_mustard_seed_oil,0.0
smoke,black_mustard_seed_oil,0.0
soybean,black_mustard_seed_oil,0.0
blueberry,black_mustard_seed_oil,0.0
red_kidney_bean,black_mustard_seed_oil,0.0
pecan,black_mustard_seed_oil,0.0
smoked_sausage,black_mustard_seed_oil,0.0
chayote,black_mustard_seed_oil,0.0
honey,black_mustard_seed_oil,0.0
cottage_cheese,black_mustard_seed_oil,0.0
hop,black_mustard_seed_oil,0.0
wine,black_mustard_seed_oil,0.0
orange_juice,black_mustard_seed_oil,0.0
roasted_sesame_seed,black_mustard_seed_oil,0.0
avocado,black_mustard_seed_oil,0.0
tomato_juice,black_mustard_seed_oil,0.0
fig,black_mustard_seed_oil,0.0
savory,black_mustard_seed_oil,0.0
coffee,black_mustard_seed_oil,0.0
bread,black_mustard_seed_oil,0.0
meat,black_mustard_seed_oil,0.0
thyme,black_mustard_seed_oil,0.0
citrus_peel,black_mustard_seed_oil,0.0
rosemary,black_mustard_seed_oil,0.0
prawn,black_mustard_seed_oil,0.0
turnip,black_mustard_seed_oil,0.0
sweet_potato,black_mustard_seed_oil,0.0
black_sesame_seed,black_mustard_seed_oil,0.0
roasted_hazelnut,black_mustard_seed_oil,0.0
raisin,black_mustard_seed_oil,0.0
garlic,black_mustard_seed_oil,0.0
cheddar_cheese,black_mustard_seed_oil,0.0
pimento,black_mustard_seed_oil,0.0
lettuce,black_mustard_seed_oil,0.0
tamarind,black_mustard_seed_oil,0.0
licorice,black_mustard_seed_oil,0.0
cereal,black_mustard_seed_oil,0.0
hazelnut,black_mustard_seed_oil,0.0
ginger,black_mustard_seed_oil,0.0
seed,black_mustard_seed_oil,0.0
mint,black_mustard_seed_oil,0.0
goat_cheese,black_mustard_seed_oil,0.0
watercress,black_mustard_seed_oil,0.0
macadamia_nut,black_mustard_seed_oil,0.0
pineapple,black_mustard_seed_oil,0.0
armagnac,black_mustard_seed_oil,0.0
tequila,black_mustard_seed_oil,0.0
sage,black_mustard_seed_oil,0.0
fennel,black_mustard_seed_oil,0.0
chamomile,black_mustard_seed_oil,0.0
shellfish,black_mustard_seed_oil,0.0
milk_fat,black_mustard_seed_oil,0.0
celery,black_mustard_seed_oil,0.0
mung_bean,black_mustard_seed_oil,0.0
rice,black_mustard_seed_oil,0.0
sour_milk,black_mustard_seed_oil,0.0
watermelon,black_mustard_seed_oil,0.0
sheep_cheese,black_mustard_seed_oil,0.0
bay,black_mustard_seed_oil,0.0
grape_juice,black_mustard_seed_oil,0.0
nut,black_mustard_seed_oil,0.0
yogurt,black_mustard_seed_oil,0.0
lemon_peel,black_mustard_seed_oil,0.0
huckleberry,black_mustard_seed_oil,0.0
cod,black_mustard_seed_oil,0.0
lime_juice,black_mustard_seed_oil,0.0
beef,black_mustard_seed_oil,0.0
shiitake,black_mustard_seed_oil,0.0
parsley,black_mustard_seed_oil,0.0
beer,black_mustard_seed_oil,0.0
horseradish,black_mustard_seed_oil,0.0
beet,black_mustard_seed_oil,0.0
basil,black_mustard_seed_oil,0.0
roasted_beef,black_mustard_seed_oil,0.0
mushroom,black_mustard_seed_oil,0.0
baked_potato,black_mustard_seed_oil,0.0
chervil,black_mustard_seed_oil,0.0
carnation,black_mustard_seed_oil,0.0
vegetable,black_mustard_seed_oil,0.0
papaya,black_mustard_seed_oil,0.0
tuna,black_mustard_seed_oil,0.0
butter,black_mustard_seed_oil,0.00644122383253
orange_peel,black_mustard_seed_oil,0.0
kale,black_mustard_seed_oil,0.0
ham,black_mustard_seed_oil,0.0
cherry,black_mustard_seed_oil,0.0
cognac,black_mustard_seed_oil,0.0
galanga,black_mustard_seed_oil,0.0
okra,black_mustard_seed_oil,0.0
eel,black_mustard_seed_oil,0.0
bartlett_pear,black_mustard_seed_oil,0.0
lingonberry,black_mustard_seed_oil,0.0
plum,black_mustard_seed_oil,0.0
octopus,black_mustard_seed_oil,0.0
gin,black_mustard_seed_oil,0.0
whiskey,black_mustard_seed_oil,0.0
cacao,black_mustard_seed_oil,0.0
strawberry_jam,black_mustard_seed_oil,0.0
leek,black_mustard_seed_oil,0.0
rapeseed,black_mustard_seed_oil,0.0
caraway,black_mustard_seed_oil,0.0
potato,black_mustard_seed_oil,0.00161030595813
cherry_brandy,black_mustard_seed_oil,0.0
lemon_juice,black_mustard_seed_oil,0.00161030595813
sunflower_oil,black_mustard_seed_oil,0.0
anise_seed,black_mustard_seed_oil,0.0
milk,black_mustard_seed_oil,0.0
grape,black_mustard_seed_oil,0.0
camembert_cheese,black_mustard_seed_oil,0.0
melon,black_mustard_seed_oil,0.0
thai_pepper,black_mustard_seed_oil,0.0
yeast,black_mustard_seed_oil,0.0
grape_brandy,black_mustard_seed_oil,0.0
pork,black_mustard_seed_oil,0.0
currant,black_mustard_seed_oil,0.0
frankfurter,black_mustard_seed_oil,0.0
corn,black_mustard_seed_oil,0.0
corn_flake,black_mustard_seed_oil,0.0
root,black_mustard_seed_oil,0.0
cinnamon,black_mustard_seed_oil,0.0
carob,black_mustard_seed_oil,0.0
radish,black_mustard_seed_oil,0.0
raspberry,black_mustard_seed_oil,0.0
sake,black_mustard_seed_oil,0.0
olive,black_mustard_seed_oil,0.0
spearmint,black_mustard_seed_oil,0.0
gelatin,black_mustard_seed_oil,0.0
date,black_mustard_seed_oil,0.0
mango,black_mustard_seed_oil,0.0
coconut_oil,black_mustard_seed_oil,0.0
chickpea,black_mustard_seed_oil,0.0
beef_broth,black_mustard_seed_oil,0.0
rye_flour,black_mustard_seed_oil,0.0
kelp,black_mustard_seed_oil,0.0
cheese,black_mustard_seed_oil,0.0
bitter_orange,black_mustard_seed_oil,0.0
cassava,black_mustard_seed_oil,0.0
cane_molasses,black_mustard_seed_oil,2.40824583373e-05
coconut,black_mustard_seed_oil,0.00322061191626
port_wine,black_mustard_seed_oil,0.0
egg,black_mustard_seed_oil,0.0
rye_bread,black_mustard_seed_oil,0.0
beech,black_mustard_seed_oil,0.0
nectarine,black_mustard_seed_oil,0.0
pumpkin,black_mustard_seed_oil,0.0
cumin,black_mustard_seed_oil,0.0
mutton,black_mustard_seed_oil,0.0
roasted_peanut,black_mustard_seed_oil,0.0
roasted_meat,black_mustard_seed_oil,0.0
mandarin,black_mustard_seed_oil,0.0
brassica,black_mustard_seed_oil,0.0
berry,black_mustard_seed_oil,0.0
tabasco_pepper,black_mustard_seed_oil,0.0
turkey,black_mustard_seed_oil,0.0
red_wine,black_mustard_seed_oil,0.0
squash,black_mustard_seed_oil,0.0
jamaican_rum,black_mustard_seed_oil,0.0
passion_fruit,black_mustard_seed_oil,0.0
macaroni,black_mustard_seed_oil,0.0
catfish,black_mustard_seed_oil,0.0
lemon,black_mustard_seed_oil,0.0
salmon_roe,black_mustard_seed_oil,0.0
brown_rice,black_mustard_seed_oil,0.0
veal,black_mustard_seed_oil,0.0
cilantro,black_mustard_seed_oil,0.0
rose,black_mustard_seed_oil,0.0
cayenne,black_mustard_seed_oil,0.0
endive,black_mustard_seed_oil,0.0
clam,black_mustard_seed_oil,0.0
blackberry,black_mustard_seed_oil,0.0
lobster,black_mustard_seed_oil,0.0
chicken_liver,black_mustard_seed_oil,0.0
shrimp,black_mustard_seed_oil,0.0
pistachio,black_mustard_seed_oil,0.0
swiss_cheese,black_mustard_seed_oil,0.0
chive,black_mustard_seed_oil,0.0
white_bread,black_mustard_seed_oil,0.0
cured_pork,black_mustard_seed_oil,0.0
anise,black_mustard_seed_oil,0.0
strawberry,black_mustard_seed_oil,0.0
cream,black_mustard_seed_oil,0.0
angelica,black_mustard_seed_oil,0.0
roasted_almond,black_mustard_seed_oil,0.0
pear,black_mustard_seed_oil,0.0
brandy,black_mustard_seed_oil,0.0
brussels_sprout,black_mustard_seed_oil,0.0
porcini,black_mustard_seed_oil,0.0
lima_bean,black_mustard_seed_oil,0.0
kidney_bean,black_mustard_seed_oil,0.0
apple_brandy,black_mustard_seed_oil,0.0
egg_noodle,black_mustard_seed_oil,0.0
tea,black_mustard_seed_oil,0.0
bergamot,black_mustard_seed_oil,0.0
sesame_oil,black_mustard_seed_oil,0.0
guava,black_mustard_seed_oil,0.0
roquefort_cheese,black_mustard_seed_oil,0.0
herring,black_mustard_seed_oil,0.0
malt,black_mustard_seed_oil,0.0
enokidake,black_mustard_seed_oil,0.0
durian,black_mustard_seed_oil,0.0
muscat_grape,black_mustard_seed_oil,0.0
turmeric,black_mustard_seed_oil,0.0
katsuobushi,black_mustard_seed_oil,0.0
raw_beef,black_mustard_seed_oil,0.0
ouzo,black_mustard_seed_oil,0.0
wasabi,black_mustard_seed_oil,0.0
juniper_berry,black_mustard_seed_oil,0.0
chicken_broth,black_mustard_seed_oil,0.0
fish,black_mustard_seed_oil,0.0
lemongrass,black_mustard_seed_oil,0.0
flower,black_mustard_seed_oil,0.0
roasted_nut,black_mustard_seed_oil,0.0
quince,black_mustard_seed_oil,0.0
concord_grape,black_mustard_seed_oil,0.0
fruit,black_mustard_seed_oil,0.0
black_tea,black_mustard_seed_oil,0.0
orange_flower,black_mustard_seed_oil,0.0
scallion,black_mustard_seed_oil,0.0
banana,black_mustard_seed_oil,0.0
gruyere_cheese,black_mustard_seed_oil,0.0
blackberry_brandy,black_mustard_seed_oil,0.0
haddock,black_mustard_seed_oil,0.0
kiwi,black_mustard_seed_oil,0.0
corn_grit,black_mustard_seed_oil,0.0
sherry,black_mustard_seed_oil,0.0
salmon,black_mustard_seed_oil,0.0
mace,black_mustard_seed_oil,0.0
oyster,black_mustard_seed_oil,0.0
soybean_oil,black_mustard_seed_oil,0.0
laurel,black_mustard_seed_oil,0.0
elderberry,black_mustard_seed_oil,0.0
blue_cheese,black_mustard_seed_oil,0.0
olive_oil,black_mustard_seed_oil,0.00322061191626
scallop,black_mustard_seed_oil,0.0
pear_brandy,black_mustard_seed_oil,0.0
provolone_cheese,black_mustard_seed_oil,0.0
red_algae,black_mustard_seed_oil,0.0
buttermilk,black_mustard_seed_oil,0.0
vinegar,black_mustard_seed_oil,2.40824583373e-05
liver,black_mustard_seed_oil,0.0
potato_chip,black_mustard_seed_oil,0.0
black_currant,black_mustard_seed_oil,0.0
chicory,black_mustard_seed_oil,0.0
cucumber,black_mustard_seed_oil,0.0
pimenta,black_mustard_seed_oil,0.0
sumac,black_mustard_seed_oil,0.0
roasted_pork,black_mustard_seed_oil,0.0
grapefruit,black_mustard_seed_oil,0.0
kumquat,black_mustard_seed_oil,0.0
holy_basil,black_mustard_seed_oil,0.0
zucchini,black_mustard_seed_oil,0.0
palm,black_mustard_seed_oil,0.0
lard,black_mustard_seed_oil,0.0
pea,black_mustard_seed_oil,0.0
rum,black_mustard_seed_oil,0.0
pelargonium,black_mustard_seed_oil,0.0
smoked_salmon,black_mustard_seed_oil,0.0
oatmeal,black_mustard_seed_oil,0.0
chinese_cabbage,black_mustard_seed_oil,0.0
vegetable_oil,black_mustard_seed_oil,0.0
green_bell_pepper,black_mustard_seed_oil,0.00161030595813
